,index
11434,EHMT1
11435,CACNA1B
11436,LINC01001
11437,BET1L
11438,SCGB1C1
11439,ODF3
11440,RIC8A
11441,SIRT3
11442,PSMD13
11443,NLRP6
11444,IFITM5
11445,IFITM2
11446,IFITM1
11447,IFITM3
11448,B4GALNT4
11449,PKP3
11450,SIGIRR
11451,ANO9
11452,PTDSS2
11453,RNH1
11454,HRAS
11455,LRRC56
11456,LMNTD2
11457,RASSF7
11458,MIR210HG
11459,PHRF1
11460,IRF7
11461,CDHR5
11462,SCT
11463,DRD4
11464,DEAF1
11465,EPS8L2
11466,TMEM80
11467,TALDO1
11468,CEND1
11469,SLC25A22
11470,PANO1
11471,PIDD1
11472,RPLP2
11473,PNPLA2
11474,CRACR2B
11475,CD151
11476,POLR2L
11477,TSPAN4
11478,CHID1
11479,AP2A2
11480,MUC6
11481,MUC5AC
11482,MUC5B
11483,TOLLIP
11484,TOLLIP-AS1
11485,BRSK2
11486,MOB2
11487,DUSP8
11488,KRTAP5-AS1
11489,AP006285.2
11490,KRTAP5-1
11491,KRTAP5-2
11492,KRTAP5-3
11493,KRTAP5-4
11494,KRTAP5-5
11495,FAM99A
11496,FAM99B
11497,KRTAP5-6
11498,IFITM10
11499,CTSD
11500,SYT8
11501,TNNI2
11502,LSP1
11503,PRR33
11504,LINC01150
11505,TNNT3
11506,MRPL23
11507,MRPL23-AS1
11508,LINC01219
11509,IGF2
11510,INS-IGF2
11511,IGF2-AS
11512,INS
11513,TH
11514,ASCL2
11515,C11orf21
11516,TSPAN32
11517,CD81-AS1
11518,CD81
11519,TSSC4
11520,TRPM5
11521,KCNQ1
11522,KCNQ1OT1
11523,KCNQ1-AS1
11524,KCNQ1DN
11525,CDKN1C
11526,SLC22A18AS
11527,SLC22A18
11528,PHLDA2
11529,NAP1L4
11530,CARS
11531,CARS-AS1
11532,OSBPL5
11533,MRGPRG
11534,MRGPRG-AS1
11535,MRGPRE
11536,ZNF195
11537,ART5
11538,ART1
11539,CHRNA10
11540,NUP98
11541,PGAP2
11542,RHOG
11543,STIM1
11544,RRM1
11545,RRM1-AS1
11546,TRIM21
11547,OR52K2
11548,OR52K1
11549,OR52M1
11550,C11orf40
11551,OR52I2
11552,OR52I1
11553,TRIM68
11554,OR51D1
11555,OR51E1
11556,OR51E2
11557,MMP26
11558,OR51F1
11559,OR52R1
11560,OR51F2
11561,OR51S1
11562,OR51T1
11563,OR51A7
11564,OR51G2
11565,OR51G1
11566,OR51A4
11567,OR51A2
11568,OR51L1
11569,OR52J3
11570,OR52E2
11571,OR52A5
11572,OR52A1
11573,OR51V1
11574,HBB
11575,HBD
11576,HBG1
11577,HBG2
11578,AC104389.1
11579,HBE1
11580,OR51B4
11581,OR51B2
11582,OR51B5
11583,OR51B6
11584,OR51M1
11585,OR51Q1
11586,OR51I1
11587,OR51I2
11588,OR52D1
11589,UBQLN3
11590,UBQLNL
11591,OR52H1
11592,OR52B6
11593,TRIM6
11594,TRIM6-TRIM34
11595,TRIM34
11596,TRIM5
11597,TRIM22
11598,OR56B1
11599,OR52N4
11600,OR52N5
11601,OR52N1
11602,OR52N2
11603,OR52E6
11604,OR52E8
11605,OR52E4
11606,OR52E5
11607,OR56A3
11608,OR56A5
11609,OR52L1
11610,OR56A4
11611,OR56A1
11612,OR56B4
11613,OR52B2
11614,OR52W1
11615,C11orf42
11616,FAM160A2
11617,CNGA4
11618,CCKBR
11619,SMPD1
11620,APBB1
11621,HPX
11622,TRIM3
11623,ARFIP2
11624,TIMM10B
11625,DNHD1
11626,RRP8
11627,ILK
11628,TAF10
11629,TPP1
11630,DCHS1
11631,MRPL17
11632,OR2AG2
11633,OR2AG1
11634,OR6A2
11635,OR10A5
11636,OR10A2
11637,OR10A4
11638,OR2D2
11639,OR2D3
11640,ZNF215
11641,ZNF214
11642,NLRP14
11643,RBMXL2
11644,SYT9
11645,OLFML1
11646,PPFIBP2
11647,CYB5R2
11648,OVCH2
11649,OR5P2
11650,OR5P3
11651,OR10A6
11652,OR10A3
11653,NLRP10
11654,EIF3F
11655,CASC23
11656,TUB
11657,RIC3
11658,LMO1
11659,STK33
11660,TRIM66
11661,RPL27A
11662,ST5
11663,AKIP1
11664,C11orf16
11665,ASCL3
11666,TMEM9B
11667,TMEM9B-AS1
11668,NRIP3
11669,SCUBE2
11670,DENND5A
11671,TMEM41B
11672,IPO7
11673,ZNF143
11674,WEE1
11675,SWAP70
11676,SBF2-AS1
11677,SBF2
11678,ADM
11679,AMPD3
11680,MTRNR2L8
11681,RNF141
11682,MRVI1-AS1
11683,LYVE1
11684,MRVI1
11685,CTR9
11686,EIF4G2
11687,ZBED5
11688,ZBED5-AS1
11689,GALNT18
11690,CSNK2A3
11691,USP47
11692,DKK3
11693,MICAL2
11694,PARVA
11695,TEAD1
11696,LINC00958
11697,RASSF10
11698,ARNTL
11699,BTBD10
11700,PTH
11701,FAR1
11702,SPON1
11703,RRAS2
11704,COPB1
11705,PSMA1
11706,PDE3B
11707,CYP2R1
11708,CALCB
11709,CALCA
11710,INSC
11711,SOX6
11712,C11orf58
11713,PLEKHA7
11714,RPS13
11715,PIK3C2A
11716,NUCB2
11717,NCR3LG1
11718,KCNJ11
11719,ABCC8
11720,USH1C
11721,OTOG
11722,MYOD1
11723,KCNC1
11724,SERGEF
11725,TPH1
11726,SAAL1
11727,MRGPRX3
11728,MRGPRX4
11729,SAA4
11730,SAA2-SAA4
11731,SAA2
11732,SAA1
11733,HPS5
11734,GTF2H1
11735,LDHA
11736,LDHC
11737,LDHAL6A
11738,TSG101
11739,UEVLD
11740,SPTY2D1
11741,TMEM86A
11742,IGSF22
11743,PTPN5
11744,MRGPRX1
11745,MRGPRX2
11746,ZDHHC13
11747,CSRP3
11748,E2F8
11749,NAV2
11750,NAV2-AS5
11751,NAV2-AS4
11752,NAV2-AS3
11753,NAV2-AS2
11754,NAV2-AS1
11755,DBX1
11756,HTATIP2
11757,PRMT3
11758,SLC6A5
11759,NELL1
11760,ANO5
11761,SLC17A6
11762,LINC01495
11763,FANCF
11764,GAS2
11765,SVIP
11766,CCDC179
11767,LUZP2
11768,ANO3
11769,MUC15
11770,SLC5A12
11771,FIBIN
11772,BBOX1
11773,BBOX1-AS1
11774,CCDC34
11775,LGR4
11776,LIN7C
11777,BDNF-AS
11778,LINC00678
11779,BDNF
11780,KIF18A
11781,METTL15
11782,LINC01616
11783,KCNA4
11784,FSHB
11785,ARL14EP
11786,MPPED2
11787,DCDC1
11788,DNAJC24
11789,IMMP1L
11790,ELP4
11791,PAX6
11792,RCN1
11793,WT1
11794,EIF3M
11795,CCDC73
11796,PRRG4
11797,QSER1
11798,DEPDC7
11799,TCP11L1
11800,LINC00294
11801,CSTF3
11802,HIPK3
11803,KIAA1549L
11804,C11orf91
11805,CD59
11806,FBXO3
11807,LMO2
11808,CAPRIN1
11809,NAT10
11810,ABTB2
11811,CAT
11812,ELF5
11813,EHF
11814,APIP
11815,PDHX
11816,CD44
11817,SLC1A2
11818,PAMR1
11819,FJX1
11820,TRIM44
11821,LDLRAD3
11822,COMMD9
11823,PRR5L
11824,TRAF6
11825,RAG1
11826,RAG2
11827,C11orf74
11828,LINC01493
11829,LRRC4C
11830,LINC01499
11831,API5
11832,TTC17
11833,HSD17B12
11834,ALKBH3
11835,ALKBH3-AS1
11836,C11orf96
11837,ACCSL
11838,ACCS
11839,EXT2
11840,ALX4
11841,CD82
11842,TSPAN18
11843,TP53I11
11844,AC068858.1
11845,PRDM11
11846,SYT13
11847,CHST1
11848,SLC35C1
11849,CRY2
11850,MAPK8IP1
11851,C11orf94
11852,PEX16
11853,PHF21A
11854,CREB3L1
11855,DGKZ
11856,MDK
11857,CHRM4
11858,AMBRA1
11859,HARBI1
11860,ATG13
11861,ARHGAP1
11862,ZNF408
11863,F2
11864,CKAP5
11865,LRP4-AS1
11866,LRP4
11867,C11orf49
11868,ARFGAP2
11869,PACSIN3
11870,DDB2
11871,ACP2
11872,NR1H3
11873,MADD
11874,MYBPC3
11875,SPI1
11876,SLC39A13
11877,PSMC3
11878,RAPSN
11879,CELF1
11880,NDUFS3
11881,PTPMT1
11882,KBTBD4
11883,FAM180B
11884,C1QTNF4
11885,MTCH2
11886,AGBL2
11887,FNBP4
11888,NUP160
11889,PTPRJ
11890,PTPRJ-AS1
11891,OR4B1
11892,OR4X2
11893,OR4X1
11894,OR4S1
11895,OR4C3
11896,OR4C5
11897,OR4A47
11898,TRIM49B
11899,TRIM64C
11900,FOLH1
11901,OR4C13
11902,OR4C12
11903,OR4C46
11904,OR4A5
11905,TRIM48
11906,OR4A16
11907,OR4A15
11908,OR4C15
11909,OR4C16
11910,OR4C11
11911,OR4P4
11912,OR4S2
11913,OR4C6
11914,OR5D13
11915,OR5D14
11916,OR5L1
11917,OR5D18
11918,OR5L2
11919,OR5D16
11920,TRIM51
11921,OR5W2
11922,OR5I1
11923,OR10AG1
11924,OR5F1
11925,OR5AS1
11926,OR8I2
11927,OR8H2
11928,OR8H3
11929,OR8J3
11930,OR8K5
11931,OR5J2
11932,OR5T2
11933,OR5T3
11934,OR5T1
11935,OR8H1
11936,OR8K3
11937,OR8K1
11938,OR8J1
11939,OR8U1
11940,OR5R1
11941,OR5M9
11942,OR5M3
11943,OR5M8
11944,OR5M11
11945,OR5M10
11946,OR5M1
11947,OR5AP2
11948,OR5AR1
11949,OR9G1
11950,OR9G4
11951,OR5AK2
11952,LRRC55
11953,APLNR
11954,TNKS1BP1
11955,SSRP1
11956,P2RX3
11957,PRG3
11958,PRG2
11959,SLC43A3
11960,RTN4RL2
11961,SLC43A1
11962,TIMM10
11963,SMTNL1
11964,UBE2L6
11965,SERPING1
11966,YPEL4
11967,CLP1
11968,ZDHHC5
11969,MED19
11970,TMX2
11971,TMX2-CTNND1
11972,BTBD18
11973,CTNND1
11974,OR9Q1
11975,OR6Q1
11976,OR9I1
11977,OR9Q2
11978,OR1S2
11979,OR1S1
11980,OR10Q1
11981,OR10W1
11982,OR5B17
11983,OR5B3
11984,OR5B2
11985,OR5B12
11986,OR5B21
11987,LPXN
11988,ZFP91
11989,ZFP91-CNTF
11990,CNTF
11991,GLYAT
11992,GLYATL2
11993,GLYATL1
11994,FAM111B
11995,FAM111A
11996,DTX4
11997,MPEG1
11998,OR5AN1
11999,OR5A2
12000,OR5A1
12001,OR4D6
12002,OR4D10
12003,OR4D11
12004,OR4D9
12005,OSBP
12006,AP000442.1
12007,PATL1
12008,OR10V1
12009,STX3
12010,MRPL16
12011,GIF
12012,TCN1
12013,OOSP2
12014,MS4A3
12015,MS4A2
12016,AP001257.1
12017,MS4A6A
12018,MS4A4E
12019,MS4A4A
12020,MS4A6E
12021,MS4A7
12022,MS4A14
12023,MS4A5
12024,MS4A1
12025,MS4A12
12026,MS4A13
12027,MS4A8
12028,MS4A18
12029,MS4A15
12030,MS4A10
12031,CCDC86
12032,PTGDR2
12033,ZP1
12034,PRPF19
12035,TMEM109
12036,TMEM132A
12037,SLC15A3
12038,CD6
12039,CD5
12040,VPS37C
12041,PGA3
12042,PGA4
12043,PGA5
12044,VWCE
12045,DDB1
12046,TKFC
12047,CYB561A3
12048,TMEM138
12049,TMEM216
12050,CPSF7
12051,SDHAF2
12052,PPP1R32
12053,LRRC10B
12054,SYT7
12055,DAGLA
12056,DKFZP434K028
12057,MYRF
12058,TMEM258
12059,FEN1
12060,FADS2
12061,FADS1
12062,FADS3
12063,RAB3IL1
12064,BEST1
12065,FTH1
12066,INCENP
12067,SCGB1D1
12068,SCGB2A1
12069,SCGB1D2
12070,SCGB2A2
12071,SCGB1D4
12072,ASRGL1
12073,SCGB1A1
12074,AHNAK
12075,EEF1G
12076,TUT1
12077,MTA2
12078,EML3
12079,ROM1
12080,B3GAT3
12081,GANAB
12082,INTS5
12083,C11orf98
12084,LBHD1
12085,UQCC3
12086,UBXN1
12087,LRRN4CL
12088,BSCL2
12089,HNRNPUL2-BSCL2
12090,GNG3
12091,HNRNPUL2
12092,TTC9C
12093,ZBTB3
12094,POLR2G
12095,TAF6L
12096,TMEM223
12097,TMEM179B
12098,NXF1
12099,STX5
12100,WDR74
12101,SLC3A2
12102,CHRM1
12103,SLC22A6
12104,SLC22A8
12105,SLC22A24
12106,SLC22A10
12107,SLC22A25
12108,SLC22A9
12109,HRASLS5
12110,LGALS12
12111,RARRES3
12112,HRASLS2
12113,PLA2G16
12114,ATL3
12115,RTN3
12116,C11orf95
12117,MARK2
12118,RCOR2
12119,NAA40
12120,COX8A
12121,OTUB1
12122,MACROD1
12123,FLRT1
12124,STIP1
12125,FERMT3
12126,TRPT1
12127,NUDT22
12128,DNAJC4
12129,VEGFB
12130,FKBP2
12131,PPP1R14B
12132,PLCB3
12133,BAD
12134,GPR137
12135,KCNK4
12136,ESRRA
12137,TRMT112
12138,PRDX5
12139,AP003774.1
12140,CCDC88B
12141,RPS6KA4
12142,AP003774.4
12143,AP005273.1
12144,SLC22A11
12145,SLC22A12
12146,NRXN2
12147,RASGRP2
12148,PYGM
12149,SF1
12150,MAP4K2
12151,MEN1
12152,CDC42BPG
12153,EHD1
12154,MIR194-2HG
12155,ATG2A
12156,PPP2R5B
12157,GPHA2
12158,BATF2
12159,ARL2
12160,ARL2-SNX15
12161,SNX15
12162,SAC3D1
12163,NAALADL1
12164,CDCA5
12165,ZFPL1
12166,TMEM262
12167,VPS51
12168,TM7SF2
12169,ZNHIT2
12170,FAU
12171,SYVN1
12172,MRPL49
12173,SPDYC
12174,CAPN1
12175,POLA2
12176,CDC42EP2
12177,DPF2
12178,TIGD3
12179,SLC25A45
12180,FRMD8
12181,NEAT1
12182,MALAT1
12183,SCYL1
12184,LTBP3
12185,SSSCA1
12186,FAM89B
12187,EHBP1L1
12188,SIPA1
12189,KCNK7
12190,MAP3K11
12191,RELA
12192,KAT5
12193,RNASEH2C
12194,AP5B1
12195,OVOL1
12196,OVOL1-AS1
12197,CFL1
12198,SNX32
12199,MUS81
12200,EFEMP2
12201,CTSW
12202,FIBP
12203,CCDC85B
12204,FOSL1
12205,C11orf68
12206,DRAP1
12207,TSGA10IP
12208,SART1
12209,EIF1AD
12210,BANF1
12211,CST6
12212,CATSPER1
12213,GAL3ST3
12214,SF3B2
12215,PACS1
12216,KLC2
12217,RAB1B
12218,CNIH2
12219,YIF1A
12220,TMEM151A
12221,CD248
12222,RIN1
12223,BRMS1
12224,B4GAT1
12225,SLC29A2
12226,NPAS4
12227,MRPL11
12228,PELI3
12229,DPP3
12230,BBS1
12231,ZDHHC24
12232,ACTN3
12233,CTSF
12234,CCDC87
12235,CCS
12236,RBM14
12237,RBM14-RBM4
12238,RBM4
12239,RBM4B
12240,SPTBN2
12241,C11orf80
12242,RCE1
12243,PC
12244,LRFN4
12245,C11orf86
12246,SYT12
12247,RHOD
12248,KDM2A
12249,ANKRD13D
12250,SSH3
12251,RAD9A
12252,POLD4
12253,CLCF1
12254,PPP1CA
12255,TBC1D10C
12256,CARNS1
12257,RPS6KB2
12258,CORO1B
12259,PTPRCAP
12260,GPR152
12261,CABP4
12262,TMEM134
12263,AIP
12264,PITPNM1
12265,CDK2AP2
12266,CABP2
12267,GSTP1
12268,C11orf72
12269,NDUFV1
12270,NUDT8
12271,TBX10
12272,ACY3
12273,ALDH3B2
12274,UNC93B1
12275,ALDH3B1
12276,NDUFS8
12277,TCIRG1
12278,CHKA
12279,KMT5B
12280,C11orf24
12281,LRP5
12282,PPP6R3
12283,GAL
12284,CPT1A
12285,MRPL21
12286,IGHMBP2
12287,MRGPRD
12288,MRGPRF
12289,MRGPRF-AS1
12290,TPCN2
12291,MYEOV
12292,AP000439.1
12293,AP000439.2
12294,AP000439.3
12295,CCND1
12296,ORAOV1
12297,FGF19
12298,FGF4
12299,FGF3
12300,ANO1
12301,ANO1-AS1
12302,FADD
12303,PPFIA1
12304,CTTN
12305,SHANK2
12306,SHANK2-AS1
12307,SHANK2-AS2
12308,SHANK2-AS3
12309,DHCR7
12310,NADSYN1
12311,KRTAP5-7
12312,KRTAP5-8
12313,KRTAP5-9
12314,KRTAP5-10
12315,KRTAP5-11
12316,FAM86C1
12317,DEFB108B
12318,RNF121
12319,IL18BP
12320,NUMA1
12321,LRTOMT
12322,LAMTOR1
12323,ANAPC15
12324,FOLR3
12325,FOLR1
12326,FOLR2
12327,INPPL1
12328,PHOX2A
12329,CLPB
12330,LINC01537
12331,PDE2A
12332,ARAP1
12333,ARAP1-AS1
12334,ARAP1-AS2
12335,STARD10
12336,ATG16L2
12337,FCHSD2
12338,P2RY2
12339,P2RY6
12340,ARHGEF17
12341,RELT
12342,FAM168A
12343,PLEKHB1
12344,RAB6A
12345,MRPL48
12346,COA4
12347,PAAF1
12348,DNAJB13
12349,UCP2
12350,UCP3
12351,C2CD3
12352,PPME1
12353,P4HA3
12354,PGM2L1
12355,KCNE3
12356,LIPT2
12357,POLD3
12358,CHRDL2
12359,RNF169
12360,XRRA1
12361,SPCS2
12362,NEU3
12363,OR2AT4
12364,SLCO2B1
12365,TPBGL
12366,ARRB1
12367,RPS3
12368,KLHL35
12369,GDPD5
12370,SERPINH1
12371,MAP6
12372,MOGAT2
12373,DGAT2
12374,UVRAG
12375,WNT11
12376,EMSY
12377,AP001189.4
12378,LRRC32
12379,TSKU
12380,ACER3
12381,B3GNT6
12382,CAPN5
12383,OMP
12384,MYO7A
12385,GDPD4
12386,PAK1
12387,CLNS1A
12388,AQP11
12389,RSF1
12390,AAMDC
12391,INTS4
12392,KCTD14
12393,NDUFC2-KCTD14
12394,THRSP
12395,NDUFC2
12396,ALG8
12397,KCTD21-AS1
12398,KCTD21
12399,USP35
12400,GAB2
12401,NARS2
12402,TENM4
12403,MIR4300HG
12404,FAM181B
12405,PRCP
12406,DDIAS
12407,RAB30
12408,RAB30-AS1
12409,PCF11
12410,PCF11-AS1
12411,ANKRD42
12412,CCDC90B
12413,DLG2
12414,TMEM126B
12415,TMEM126A
12416,CREBZF
12417,CCDC89
12418,SYTL2
12419,CCDC83
12420,PICALM
12421,EED
12422,CCDC81
12423,ME3
12424,PRSS23
12425,FZD4
12426,TMEM135
12427,RAB38
12428,CTSC
12429,GRM5-AS1
12430,GRM5
12431,TYR
12432,NOX4
12433,TRIM77
12434,TRIM49
12435,TRIM64B
12436,TRIM49D1
12437,TRIM49D2
12438,TRIM64
12439,TRIM49C
12440,UBTFL1
12441,NAALAD2
12442,CHORDC1
12443,FAT3
12444,MTNR1B
12445,SLC36A4
12446,SMCO4
12447,CEP295
12448,SCARNA9
12449,TAF1D
12450,C11orf54
12451,MED17
12452,VSTM5
12453,HEPHL1
12454,PANX1
12455,IZUMO1R
12456,GPR83
12457,ANKRD49
12458,C11orf97
12459,PIWIL4
12460,FUT4
12461,AMOTL1
12462,CWC15
12463,KDM4D
12464,KDM4E
12465,SRSF8
12466,ENDOD1
12467,SESN3
12468,FAM76B
12469,CEP57
12470,MTMR2
12471,MAML2
12472,CCDC82
12473,JRKL
12474,JRKL-AS1
12475,CNTN5
12476,ARHGAP42
12477,PGR
12478,TRPC6
12479,ANGPTL5
12480,CEP126
12481,YAP1
12482,BIRC3
12483,BIRC2
12484,TMEM123
12485,MMP7
12486,MMP20
12487,MMP27
12488,MMP8
12489,MMP10
12490,MMP1
12491,MMP3
12492,MMP12
12493,MMP13
12494,DCUN1D5
12495,DYNC2H1
12496,PDGFD
12497,DDI1
12498,CASP4
12499,CASP5
12500,CASP1
12501,CARD16
12502,CARD17
12503,CARD18
12504,GRIA4
12505,MSANTD4
12506,KBTBD3
12507,AASDHPPT
12508,GUCY1A2
12509,CWF19L2
12510,ALKBH8
12511,ELMOD1
12512,SLN
12513,SLC35F2
12514,RAB39A
12515,CUL5
12516,ACAT1
12517,NPAT
12518,ATM
12519,C11orf65
12520,KDELC2
12521,EXPH5
12522,DDX10
12523,C11orf87
12524,ZC3H12C
12525,RDX
12526,FDX1
12527,ARHGAP20
12528,C11orf53
12529,COLCA1
12530,COLCA2
12531,POU2AF1
12532,BTG4
12533,C11orf88
12534,LAYN
12535,SIK2
12536,PPP2R1B
12537,ALG9
12538,FDXACB1
12539,C11orf1
12540,CRYAB
12541,HSPB2
12542,HSPB2-C11orf52
12543,C11orf52
12544,DIXDC1
12545,DLAT
12546,PIH1D2
12547,TIMM8B
12548,SDHD
12549,AP002884.2
12550,IL18
12551,TEX12
12552,BCO2
12553,PTS
12554,PLET1
12555,NCAM1
12556,NCAM1-AS1
12557,TTC12
12558,ANKK1
12559,DRD2
12560,TMPRSS5
12561,ZW10
12562,CLDN25
12563,USP28
12564,HTR3B
12565,HTR3A
12566,ZBTB16
12567,NNMT
12568,C11orf71
12569,RBM7
12570,REXO2
12571,NXPE1
12572,NXPE4
12573,NXPE2
12574,CADM1
12575,AP000462.3
12576,AP000997.1
12577,AP000997.2
12578,AP000797.3
12579,LINC00900
12580,AP000770.1
12581,BUD13
12582,ZPR1
12583,APOA5
12584,APOA4
12585,APOC3
12586,APOA1
12587,APOA1-AS
12588,SIK3
12589,PAFAH1B2
12590,SIDT2
12591,TAGLN
12592,PCSK7
12593,RNF214
12594,BACE1
12595,BACE1-AS
12596,CEP164
12597,DSCAML1
12598,FXYD2
12599,FXYD6-FXYD2
12600,FXYD6
12601,TMPRSS13
12602,IL10RA
12603,TMPRSS4
12604,SCN4B
12605,SCN2B
12606,JAML
12607,MPZL3
12608,MPZL2
12609,CD3E
12610,CD3D
12611,CD3G
12612,UBE4A
12613,KMT2A
12614,TTC36
12615,TMEM25
12616,IFT46
12617,ARCN1
12618,PHLDB1
12619,TREH
12620,DDX6
12621,CXCR5
12622,BCL9L
12623,UPK2
12624,FOXR1
12625,CCDC84
12626,RPS25
12627,TRAPPC4
12628,SLC37A4
12629,HYOU1
12630,VPS11
12631,HMBS
12632,H2AFX
12633,DPAGT1
12634,C2CD2L
12635,HINFP
12636,ABCG4
12637,NLRX1
12638,PDZD3
12639,CCDC153
12640,CBL
12641,MCAM
12642,RNF26
12643,C1QTNF5
12644,MFRP
12645,USP2
12646,USP2-AS1
12647,THY1
12648,TRIM29
12649,OAF
12650,POU2F3
12651,TMEM136
12652,ARHGEF12
12653,GRIK4
12654,TBCEL
12655,TECTA
12656,SC5D
12657,SORL1
12658,BLID
12659,UBASH3B
12660,CRTAM
12661,BSX
12662,HSPA8
12663,CLMP
12664,GRAMD1B
12665,SCN3B
12666,ZNF202
12667,OR6X1
12668,OR6M1
12669,TMEM225
12670,OR8D4
12671,OR4D5
12672,OR6T1
12673,OR10S1
12674,OR10G6
12675,OR10G4
12676,OR10G9
12677,OR10G8
12678,OR10G7
12679,VWA5A
12680,OR10D3
12681,OR8G1
12682,OR8G5
12683,OR8D1
12684,OR8D2
12685,OR8B2
12686,OR8B3
12687,OR8B4
12688,OR8B8
12689,OR8B12
12690,OR8A1
12691,PANX3
12692,TBRG1
12693,SIAE
12694,SPA17
12695,NRGN
12696,VSIG2
12697,ESAM
12698,MSANTD2
12699,AP000866.1
12700,ROBO3
12701,ROBO4
12702,HEPACAM
12703,HEPN1
12704,CCDC15
12705,SLC37A2
12706,TMEM218
12707,PKNOX2-AS1
12708,PKNOX2
12709,FEZ1
12710,EI24
12711,STT3A-AS1
12712,STT3A
12713,CHEK1
12714,ACRV1
12715,PATE1
12716,PATE2
12717,PATE3
12718,PATE4
12719,HYLS1
12720,PUS3
12721,DDX25
12722,CDON
12723,RPUSD4
12724,FAM118B
12725,SRPRA
12726,FOXRED1
12727,TIRAP
12728,DCPS
12729,ST3GAL4
12730,KIRREL3
12731,KIRREL3-AS1
12732,KIRREL3-AS2
12733,KIRREL3-AS3
12734,ETS1
12735,FLI1
12736,SENCR
12737,KCNJ1
12738,KCNJ5
12739,C11orf45
12740,TP53AIP1
12741,ARHGAP32
12742,BARX2
12743,TMEM45B
12744,NFRKB
12745,PRDM10
12746,LINC00167
12747,APLP2
12748,ST14
12749,ZBTB44
12750,ADAMTS8
12751,ADAMTS15
12752,C11orf44
12753,SNX19
12754,AP002856.4
12755,NTM
12756,AP003025.2
12757,NTM-AS1
12758,OPCML
12759,SPATA19
12760,IGSF9B
12761,JAM3
12762,NCAPD3
12763,VPS26B
12764,THYN1
12765,ACAD8
12766,GLB1L3
12767,GLB1L2
12768,B3GAT1
12769,AP004550.1
12770,TUBB8
12771,ZMYND11
12772,DIP2C
12773,PRR26
12774,LARP4B
12775,GTPBP4
12776,IDI2
12777,IDI2-AS1
12778,IDI1
12779,WDR37
12780,LINC00200
12781,ADARB2
12782,ADARB2-AS1
12783,LINC00700
12784,LINC00701
12785,PFKP
12786,PITRM1
12787,PITRM1-AS1
12788,KLF6
12789,LINC00702
12790,LINC00703
12791,LINC00705
12792,AKR1E2
12793,AKR1C2
12794,AKR1C1
12795,AKR1C3
12796,AKR1C4
12797,UCN3
12798,TUBAL3
12799,NET1
12800,CALML5
12801,CALML3-AS1
12802,CALML3
12803,ASB13
12804,FAM208B
12805,GDI2
12806,ANKRD16
12807,IL15RA
12808,IL2RA
12809,RBM17
12810,PFKFB3
12811,PRKCQ
12812,LINC00707
12813,SFMBT2
12814,ITIH5
12815,ITIH2
12816,KIN
12817,TAF3
12818,GATA3-AS1
12819,GATA3
12820,LINC00708
12821,LINC00709
12822,SFTA1P
12823,CELF2
12824,CELF2-AS2
12825,CELF2-AS1
12826,USP6NL
12827,ECHDC3
12828,PROSER2
12829,PROSER2-AS1
12830,UPF2
12831,DHTKD1
12832,SEC61A2
12833,NUDT5
12834,CDC123
12835,CAMK1D
12836,CCDC3
12837,OPTN
12838,MCM10
12839,UCMA
12840,PHYH
12841,SEPHS1
12842,BEND7
12843,PRPF18
12844,FRMD4A
12845,FAM107B
12846,CDNF
12847,HSPA14
12848,SUV39H2
12849,DCLRE1C
12850,MEIG1
12851,OLAH
12852,ACBD7
12853,RPP38
12854,NMT2
12855,FAM171A1
12856,ITGA8
12857,PTER
12858,C1QL3
12859,RSU1
12860,CUBN
12861,TRDMT1
12862,VIM-AS1
12863,VIM
12864,ST8SIA6
12865,ST8SIA6-AS1
12866,HACD1
12867,STAM-AS1
12868,STAM
12869,TMEM236
12870,MRC1
12871,SLC39A12
12872,SLC39A12-AS1
12873,CACNB2
12874,NSUN6
12875,ARL5B
12876,MALRD1
12877,PLXDC2
12878,NEBL
12879,C10orf113
12880,NEBL-AS1
12881,CASC10
12882,SKIDA1
12883,MLLT10
12884,DNAJC1
12885,EBLN1
12886,COMMD3
12887,COMMD3-BMI1
12888,BMI1
12889,SPAG6
12890,PIP4K2A
12891,ARMC3
12892,MSRB2
12893,PTF1A
12894,C10orf67
12895,OTUD1
12896,KIAA1217
12897,ARHGAP21
12898,PRTFDC1
12899,ENKUR
12900,THNSL1
12901,LINC01516
12902,GPR158-AS1
12903,GPR158
12904,LINC00836
12905,MYO3A
12906,GAD2
12907,APBB1IP
12908,PDSS1
12909,ABI1
12910,ANKRD26
12911,YME1L1
12912,MASTL
12913,ACBD5
12914,RAB18
12915,MKX
12916,MKX-AS1
12917,ARMC4
12918,MPP7
12919,WAC-AS1
12920,WAC
12921,BAMBI
12922,LINC00837
12923,LYZL1
12924,SVIL
12925,MTPAP
12926,MAP3K8
12927,LYZL2
12928,ZNF438
12929,ZEB1-AS1
12930,ZEB1
12931,ARHGAP12
12932,KIF5B
12933,EPC1
12934,CCDC7
12935,ITGB1
12936,NRP1
12937,LINC00838
12938,PARD3
12939,PARD3-AS1
12940,CUL2
12941,CREM
12942,CCNY
12943,GJD4
12944,FZD8
12945,PCAT5
12946,ANKRD30A
12947,MTRNR2L7
12948,ZNF248
12949,ZNF25
12950,ZNF33A
12951,ZNF37A
12952,IGKV1OR10-1
12953,LINC00839
12954,ZNF33B
12955,LINC01518
12956,BMS1
12957,LINC01264
12958,RET
12959,CSGALNACT2
