,index
12960,RASGEF1A
12961,FXYD4
12962,HNRNPF
12963,ZNF487
12964,ZNF239
12965,ZNF485
12966,ZNF32-AS3
12967,ZNF32
12968,ZNF32-AS1
12969,ZNF32-AS2
12970,LINC00619
12971,LINC00840
12972,LINC00841
12973,C10orf142
12974,CXCL12
12975,TMEM72-AS1
12976,TMEM72
12977,RASSF4
12978,C10orf25
12979,ZNF22
12980,OR13A1
12981,ALOX5
12982,MARCH8
12983,ZFAND4
12984,AGAP4
12985,TIMM23
12986,NCOA4
12987,MSMB
12988,ANTXRL
12989,ANXA8L1
12990,NPY4R
12991,GPRIN2
12992,SYT15
12993,PTPN20
12994,GDF10
12995,GDF2
12996,RBP3
12997,ZNF488
12998,ANXA8
12999,FAM25G
13000,AGAP9
13001,LINC00864
13002,FAM25C
13003,FRMPD2
13004,MAPK8
13005,ARHGAP22
13006,WDFY4
13007,LRRC18
13008,VSTM4
13009,FAM170B-AS1
13010,FAM170B
13011,C10orf71-AS1
13012,C10orf71
13013,DRGX
13014,ERCC6
13015,CHAT
13016,SLC18A3
13017,C10orf53
13018,OGDHL
13019,PARG
13020,TIMM23B
13021,LINC00843
13022,AGAP6
13023,ASAH2
13024,SGMS1
13025,SGMS1-AS1
13026,ASAH2B
13027,A1CF
13028,PRKG1
13029,CSTF2T
13030,PRKG1-AS1
13031,DKK1
13032,LINC01468
13033,MBL2
13034,PCDH15
13035,MTRNR2L5
13036,ZWINT
13037,IPMK
13038,CISD1
13039,UBE2D1
13040,TFAM
13041,BICC1
13042,LINC00844
13043,PHYHIPL
13044,FAM13C
13045,SLC16A9
13046,MRLN
13047,CCDC6
13048,LINC01553
13049,ANK3
13050,CDK1
13051,RHOBTB1
13052,LINC00845
13053,TMEM26
13054,TMEM26-AS1
13055,ARID5B
13056,RTKN2
13057,ZNF365
13058,ADO
13059,EGR2
13060,NRBF2
13061,JMJD1C
13062,JMJD1C-AS1
13063,REEP3
13064,LINC01515
13065,CTNNA3
13066,LRRTM3
13067,DNAJC12
13068,SIRT1
13069,HERC4
13070,MYPN
13071,ATOH7
13072,PBLD
13073,HNRNPH3
13074,RUFY2
13075,DNA2
13076,SLC25A16
13077,TET1
13078,CCAR1
13079,STOX1
13080,DDX50
13081,DDX21
13082,KIF1BP
13083,SRGN
13084,VPS26A
13085,SUPV3L1
13086,HKDC1
13087,HK1
13088,TACR2
13089,TSPAN15
13090,NEUROG3
13091,COL13A1
13092,H2AFY2
13093,AIFM2
13094,TYSND1
13095,SAR1A
13096,PPA1
13097,NPFFR1
13098,LRRC20
13099,EIF4EBP2
13100,NODAL
13101,PALD1
13102,PRF1
13103,ADAMTS14
13104,TBATA
13105,SGPL1
13106,PCBD1
13107,UNC5B
13108,UNC5B-AS1
13109,SLC29A3
13110,CDH23
13111,CDH23-AS1
13112,C10orf105
13113,PSAP
13114,CHST3
13115,SPOCK2
13116,ASCC1
13117,ANAPC16
13118,DDIT4
13119,DNAJB12
13120,MICU1
13121,MCU
13122,OIT3
13123,PLA2G12B
13124,P4HA1
13125,NUDT13
13126,ECD
13127,FAM149B1
13128,DNAJC9
13129,DNAJC9-AS1
13130,MRPS16
13131,CFAP70
13132,ANXA7
13133,MSS51
13134,PPP3CB
13135,USP54
13136,MYOZ1
13137,SYNPO2L
13138,AGAP5
13139,SEC24C
13140,FUT11
13141,CHCHD1
13142,ZSWIM8
13143,ZSWIM8-AS1
13144,NDST2
13145,CAMK2G
13146,PLAU
13147,C10orf55
13148,VCL
13149,AP3M1
13150,ADK
13151,KAT6B
13152,DUPD1
13153,DUSP13
13154,SAMD8
13155,VDAC2
13156,COMTD1
13157,ZNF503-AS1
13158,ZNF503
13159,ZNF503-AS2
13160,AC013286.1
13161,KCNMA1
13162,KCNMA1-AS1
13163,KCNMA1-AS2
13164,KCNMA1-AS3
13165,DLG5
13166,POLR3A
13167,RPS24
13168,ZMIZ1-AS1
13169,ZMIZ1
13170,PPIF
13171,ZCCHC24
13172,EIF5AL1
13173,SFTPA2
13174,SFTPA1
13175,NUTM2B-AS1
13176,NUTM2B
13177,NUTM2E
13178,SFTPD
13179,SFTPD-AS1
13180,TMEM254-AS1
13181,TMEM254
13182,PLAC9
13183,ANXA11
13184,LINC00857
13185,MAT1A
13186,DYDC1
13187,DYDC2
13188,FAM213A
13189,TSPAN14
13190,SH2D4B
13191,NRG3
13192,GHITM
13193,C10orf99
13194,CDHR1
13195,LRIT2
13196,LRIT1
13197,RGR
13198,LINC00858
13199,CCSER2
13200,LINC01519
13201,LINC01520
13202,GRID1-AS1
13203,GRID1
13204,WAPL
13205,OPN4
13206,LDB3
13207,BMPR1A
13208,MMRN2
13209,SNCG
13210,ADIRF
13211,FAM25A
13212,GLUD1
13213,NUTM2A-AS1
13214,NUTM2A
13215,NUTM2D
13216,MINPP1
13217,PAPSS2
13218,ATAD1
13219,KLLN
13220,PTEN
13221,RNLS
13222,LIPJ
13223,LIPF
13224,LIPK
13225,LIPN
13226,LIPM
13227,ANKRD22
13228,STAMBPL1
13229,ACTA2-AS1
13230,ACTA2
13231,FAS
13232,CH25H
13233,LIPA
13234,IFIT2
13235,IFIT3
13236,IFIT1B
13237,IFIT1
13238,IFIT5
13239,SLC16A12
13240,SLC16A12-AS1
13241,PANK1
13242,KIF20B
13243,LINC00865
13244,LINC01374
13245,LINC01375
13246,HTR7
13247,RPP30
13248,ANKRD1
13249,LINC00502
13250,PCGF5
13251,HECTD2
13252,PPP1R3C
13253,TNKS2-AS1
13254,TNKS2
13255,FGFBP3
13256,BTAF1
13257,CPEB3
13258,MARCH5
13259,IDE
13260,KIF11
13261,HHEX
13262,EXOC6
13263,CYP26C1
13264,CYP26A1
13265,MYOF
13266,CEP55
13267,FFAR4
13268,RBP4
13269,PDE6C
13270,FRA10AC1
13271,LGI1
13272,SLC35G1
13273,PLCE1
13274,PLCE1-AS2
13275,PLCE1-AS1
13276,NOC3L
13277,TBC1D12
13278,HELLS
13279,CYP2C18
13280,CYP2C19
13281,CYP2C9
13282,CYP2C8
13283,ACSM6
13284,PDLIM1
13285,SORBS1
13286,ALDH18A1
13287,TCTN3
13288,ENTPD1
13289,ENTPD1-AS1
13290,CC2D2B
13291,CCNJ
13292,ZNF518A
13293,BLNK
13294,DNTT
13295,OPALIN
13296,TLL2
13297,TM9SF3
13298,PIK3AP1
13299,LCOR
13300,SLIT1
13301,SLIT1-AS1
13302,ARHGAP19-SLIT1
13303,ARHGAP19
13304,FRAT1
13305,FRAT2
13306,RRP12
13307,PGAM1
13308,EXOSC1
13309,ZDHHC16
13310,MMS19
13311,UBTD1
13312,ANKRD2
13313,HOGA1
13314,C10orf62
13315,MORN4
13316,PI4K2A
13317,AVPI1
13318,MARVELD1
13319,ZFYVE27
13320,SFRP5
13321,LINC00866
13322,GOLGA7B
13323,CRTAC1
13324,R3HCC1L
13325,LOXL4
13326,PYROXD2
13327,HPS1
13328,HPSE2
13329,CNNM1
13330,GOT1
13331,LINC01475
13332,NKX2-3
13333,SLC25A28
13334,ENTPD7
13335,CUTC
13336,COX15
13337,ABCC2
13338,DNMBP
13339,DNMBP-AS1
13340,CPN1
13341,ERLIN1
13342,CHUK
13343,CWF19L1
13344,BLOC1S2
13345,PKD2L1
13346,SCD
13347,OLMALINC
13348,WNT8B
13349,SEC31B
13350,NDUFB8
13351,HIF1AN
13352,PAX2
13353,SLF2
13354,MRPL43
13355,SEMA4G
13356,LZTS2
13357,PDZD7
13358,SFXN3
13359,KAZALD1
13360,TLX1
13361,LINC01514
13362,LBX1
13363,BTRC
13364,DPCD
13365,POLL
13366,FBXW4
13367,FGF8
13368,NPM3
13369,KCNIP2-AS1
13370,KCNIP2
13371,HPS6
13372,LDB1
13373,PPRC1
13374,NOLC1
13375,ELOVL3
13376,PITX3
13377,GBF1
13378,NFKB2
13379,PSD
13380,FBXL15
13381,CUEDC2
13382,C10orf95
13383,MFSD13A
13384,ACTR1A
13385,SUFU
13386,TRIM8
13387,ARL3
13388,SFXN2
13389,WBP1L
13390,CYP17A1
13391,CYP17A1-AS1
13392,BORCS7
13393,BORCS7-ASMT
13394,AS3MT
13395,CNNM2
13396,NT5C2
13397,RPEL1
13398,INA
13399,PCGF6
13400,TAF5
13401,PDCD11
13402,CALHM2
13403,CALHM1
13404,CALHM3
13405,NEURL1-AS1
13406,NEURL1
13407,SH3PXD2A
13408,SH3PXD2A-AS1
13409,SLK
13410,COL17A1
13411,SFR1
13412,CFAP43
13413,GSTO1
13414,GSTO2
13415,ITPRIP
13416,CFAP58
13417,SORCS3
13418,SORCS3-AS1
13419,SORCS1
13420,LINC01435
13421,XPNPEP1
13422,ADD3
13423,MXI1
13424,SMNDC1
13425,DUSP5
13426,SMC3
13427,RBM20
13428,PDCD4-AS1
13429,PDCD4
13430,BBIP1
13431,SHOC2
13432,ADRA2A
13433,GPAM
13434,TECTB
13435,ACSL5
13436,ZDHHC6
13437,VTI1A
13438,TCF7L2
13439,HABP2
13440,NRAP
13441,CASP7
13442,PLEKHS1
13443,DCLRE1A
13444,NHLRC2
13445,ADRB1
13446,CCDC186
13447,TDRD1
13448,VWA2
13449,AFAP1L2
13450,ABLIM1
13451,FAM160B1
13452,TRUB1
13453,ATRNL1
13454,GFRA1
13455,CCDC172
13456,PNLIPRP3
13457,PNLIP
13458,PNLIPRP1
13459,C10orf82
13460,HSPA12A
13461,ENO4
13462,SHTN1
13463,VAX1
13464,MIR3663HG
13465,KCNK18
13466,SLC18A2
13467,PDZD8
13468,EMX2OS
13469,EMX2
13470,RAB11FIP2
13471,CASC2
13472,FAM204A
13473,LINC00867
13474,PRLHR
13475,CACUL1
13476,NANOS1
13477,EIF3A
13478,FAM45A
13479,SFXN4
13480,PRDX3
13481,GRK5
13482,RGS10
13483,TIAL1
13484,BAG3
13485,INPP5F
13486,MCMBP
13487,SEC23IP
13488,PLPP4
13489,LINC01561
13490,WDR11-AS1
13491,WDR11
13492,LINC01153
13493,FGFR2
13494,ATE1
13495,NSMCE4A
13496,TACC2
13497,BTBD16
13498,PLEKHA1
13499,ARMS2
13500,HTRA1
13501,DMBT1
13502,C10orf120
13503,CUZD1
13504,FAM24B
13505,FAM24A
13506,C10orf88
13507,PSTK
13508,IKZF5
13509,ACADSB
13510,HMX3
13511,HMX2
13512,BUB3
13513,GPR26
13514,CPXM2
13515,CHST15
13516,OAT
13517,NKX1-2
13518,LHPP
13519,FAM53B
13520,FAM53B-AS1
13521,ZRANB1
13522,CTBP2
13523,TEX36-AS1
13524,TEX36
13525,EDRF1
13526,EDRF1-AS1
13527,MMP21
13528,UROS
13529,BCCIP
13530,DHX32
13531,FANK1
13532,FANK1-AS1
13533,ADAM12
13534,LINC00601
13535,C10orf90
13536,DOCK1
13537,FAM196A
13538,NPS
13539,FOXI2
13540,CLRN3
13541,PTPRE
13542,MKI67
13543,MGMT
13544,EBF3
13545,GLRX3
13546,TCERG1L
13547,TCERG1L-AS1
13548,LINC01164
13549,PPP2R2D
13550,BNIP3
13551,JAKMIP3
13552,DPYSL4
13553,STK32C
13554,LRRC27
13555,PWWP2B
13556,C10orf91
13557,LINC01165
13558,INPP5A
13559,NKX6-2
13560,CFAP46
13561,LINC01166
13562,LINC01167
13563,LINC01168
13564,ADGRA1
13565,ADGRA1-AS1
13566,KNDC1
13567,UTF1
13568,VENTX
13569,MIR202HG
13570,ADAM8
13571,TUBGCP2
13572,ZNF511
13573,PRAP1
13574,CALY
13575,FUOM
13576,ECHS1
13577,PAOX
13578,MTG1
13579,SPRN
13580,CYP2E1
13581,SYCE1
13582,FRG2B
13583,FAM138D
13584,IQSEC3
13585,SLC6A12
13586,SLC6A13
13587,KDM5A
13588,CCDC77
13589,B4GALNT3
13590,NINJ2
13591,WNK1
13592,RAD52
13593,ERC1
13594,LINC00942
13595,WNT5B
13596,FBXL14
13597,ADIPOR2
13598,CACNA2D4
13599,LRTM2
13600,LINC00940
13601,DCP1B
13602,CACNA1C
13603,CACNA1C-AS4
13604,CACNA1C-AS3
13605,CACNA1C-AS2
13606,CACNA1C-AS1
13607,FKBP4
13608,ITFG2
13609,NRIP2
13610,FOXM1
13611,RHNO1
13612,TULP3
13613,TEAD4
13614,TSPAN9
13615,PRMT8
13616,CRACR2A
13617,PARP11
13618,CCND2
13619,TIGAR
13620,FGF23
13621,FGF6
13622,C12orf4
13623,RAD51AP1
13624,DYRK4
13625,AKAP3
13626,NDUFA9
13627,GALNT8
13628,KCNA6
13629,KCNA1
13630,KCNA5
13631,NTF3
13632,ANO2
13633,VWF
13634,CD9
13635,PLEKHG6
13636,TNFRSF1A
13637,SCNN1A
13638,LTBR
13639,CD27
13640,TAPBPL
13641,VAMP1
13642,MRPL51
13643,NCAPD2
13644,GAPDH
13645,IFFO1
13646,NOP2
13647,CHD4
13648,LPAR5
13649,ACRBP
13650,ING4
13651,ZNF384
13652,PIANP
13653,COPS7A
13654,MLF2
13655,PTMS
13656,LAG3
13657,CD4
13658,GPR162
13659,P3H3
13660,GNB3
13661,CDCA3
13662,USP5
13663,TPI1
13664,SPSB2
13665,LRRC23
13666,ENO2
13667,ATN1
13668,C12orf57
13669,PTPN6
13670,PHB2
13671,EMG1
13672,LPCAT3
13673,C1S
13674,C1R
13675,C1RL
13676,C1RL-AS1
13677,RBP5
13678,CLSTN3
13679,PEX5
13680,ACSM4
13681,CD163L1
13682,CD163
13683,APOBEC1
13684,GDF3
13685,DPPA3
13686,CLEC4C
13687,NANOGNB
13688,NANOG
13689,SLC2A14
13690,SLC2A3
13691,FOXJ2
13692,C3AR1
13693,NECAP1
13694,CLEC4A
13695,ZNF705A
13696,FAM66C
13697,FAM90A1
13698,LINC00937
13699,CLEC6A
13700,CLEC4D
13701,CLEC4E
13702,AICDA
13703,MFAP5
13704,RIMKLB
13705,A2ML1-AS1
13706,A2ML1-AS2
13707,A2ML1
13708,PHC1
13709,M6PR
13710,KLRG1
13711,A2M-AS1
13712,A2M
13713,PZP
13714,LINC00987
13715,KLRB1
13716,CLEC2D
13717,CLECL1
13718,CD69
13719,KLRF1
13720,CLEC2B
13721,KLRF2
13722,CLEC2A
13723,CLEC12A
13724,CLEC1B
13725,CLEC12B
13726,CLEC9A
13727,CLEC1A
13728,CLEC7A
13729,OLR1
13730,TMEM52B
13731,GABARAPL1
13732,KLRD1
13733,KLRK1
13734,KLRC4-KLRK1
13735,KLRC4
13736,KLRC3
13737,KLRC2
13738,KLRC1
13739,MAGOHB
13740,STYK1
13741,YBX3
13742,TAS2R7
13743,TAS2R8
13744,TAS2R9
13745,PRH1
13746,TAS2R10
13747,PRR4
13748,TAS2R13
13749,PRH2
13750,TAS2R14
13751,TAS2R50
13752,TAS2R20
13753,TAS2R19
13754,TAS2R31
13755,TAS2R46
13756,TAS2R43
13757,TAS2R30
13758,SMIM10L1
13759,TAS2R42
13760,PRB3
13761,PRB4
13762,PRB1
13763,PRB2
13764,LINC01252
13765,ETV6
13766,BCL2L14
13767,LRP6
13768,MANSC1
13769,LOH12CR2
13770,BORCS5
13771,DUSP16
13772,CREBL2
13773,GPR19
13774,CDKN1B
13775,APOLD1
13776,DDX47
13777,GPRC5A
13778,GPRC5D
13779,HEBP1
13780,FAM234B
13781,GSG1
13782,EMP1
13783,LINC01559
13784,GRIN2B
13785,ATF7IP
13786,PLBD1
13787,PLBD1-AS1
13788,GUCY2C
13789,HIST4H4
13790,H2AFJ
13791,WBP11
13792,C12orf60
13793,SMCO3
13794,ART4
13795,MGP
13796,ERP27
13797,ARHGDIB
13798,PDE6H
13799,LINC01489
13800,RERG
13801,RERG-AS1
13802,PTPRO
13803,EPS8
13804,STRAP
13805,DERA
13806,SLC15A5
13807,MGST1
13808,LMO3
13809,RERGL
13810,PIK3C2G
13811,PLCZ1
13812,CAPZA3
13813,PLEKHA5
13814,AEBP2
13815,PDE3A
13816,SLCO1C1
13817,SLCO1B3
13818,SLCO1B7
13819,SLCO1B1
13820,SLCO1A2
13821,IAPP
13822,PYROXD1
13823,RECQL
13824,GOLT1B
13825,SPX
13826,GYS2
13827,LDHB
13828,KCNJ8
13829,ABCC9
13830,CMAS
13831,ST8SIA1
13832,C2CD5
13833,ETNK1
13834,SOX5
13835,LINC00477
13836,BCAT1
13837,C12orf77
13838,LRMP
13839,CASC1
13840,KRAS
13841,LMNTD1
13842,RASSF8-AS1
13843,RASSF8
13844,BHLHE41
13845,SSPN
13846,ITPR2
13847,FGFR1OP2
13848,TM7SF3
13849,MED21
13850,C12orf71
13851,STK38L
13852,ARNTL2
13853,ARNTL2-AS1
13854,SMCO2
13855,PPFIBP1
13856,REP15
13857,MRPS35
13858,MANSC4
13859,KLHL42
13860,PTHLH
13861,CCDC91
13862,FAR2
13863,ERGIC2
13864,OVCH1-AS1
13865,OVCH1
13866,TMTC1
13867,IPO8
13868,CAPRIN2
13869,LINC00941
13870,TSPAN11
13871,DDX11-AS1
13872,DDX11
13873,DENND5B
13874,DENND5B-AS1
13875,AMN1
13876,H3F3C
13877,KIAA1551
13878,BICD1
13879,FGD4
13880,DNM1L
13881,YARS2
13882,PKP2
13883,SYT10
13884,ALG10
13885,ALG10B
13886,CPNE8
13887,KIF21A
13888,ABCD2
13889,C12orf40
13890,SLC2A13
13891,LRRK2
13892,CNTN1
13893,PDZRN4
13894,GXYLT1
13895,YAF2
13896,PPHLN1
13897,ZCRB1
13898,PRICKLE1
13899,ADAMTS20
13900,PUS7L
13901,IRAK4
13902,TWF1
13903,TMEM117
13904,NELL2
13905,DBX2
13906,ANO6
13907,ARID2
13908,SCAF11
13909,SLC38A1
13910,SLC38A2
13911,SLC38A4
13912,AMIGO2
13913,PCED1B
13914,RPAP3
13915,ENDOU
13916,RAPGEF3
13917,SLC48A1
13918,HDAC7
13919,VDR
13920,TMEM106C
13921,COL2A1
13922,SENP1
13923,PFKM
13924,ASB8
13925,CCDC184
13926,OR10AD1
13927,H1FNT
13928,ZNF641
13929,ANP32D
13930,C12orf54
13931,OR8S1
13932,LALBA
13933,KANSL2
13934,CCNT1
13935,ADCY6
13936,CACNB3
13937,DDX23
13938,RND1
13939,CCDC65
13940,FKBP11
13941,ARF3
13942,WNT10B
13943,WNT1
13944,DDN
13945,PRKAG1
13946,KMT2D
13947,RHEBL1
13948,DHH
13949,LMBR1L
13950,TUBA1B
13951,TUBA1A
13952,TUBA1C
13953,PRPH
13954,TROAP
13955,C1QL4
13956,DNAJC22
13957,SPATS2
13958,KCNH3
13959,MCRS1
13960,PRPF40B
13961,FAM186B
13962,FMNL3
13963,TMBIM6
13964,NCKAP5L
13965,BCDIN3D-AS1
13966,BCDIN3D
13967,FAIM2
13968,AQP2
13969,AQP5
13970,AQP6
13971,RACGAP1
13972,ASIC1
13973,SMARCD1
13974,GPD1
13975,COX14
13976,CERS5
13977,LIMA1
13978,FAM186A
13979,LARP4
13980,DIP2B
13981,ATF1
13982,TMPRSS12
13983,METTL7A
13984,HIGD1C
13985,SLC11A2
13986,LETMD1
13987,CSRNP2
13988,TFCP2
13989,POU6F1
13990,DAZAP2
13991,SMAGP
13992,BIN2
13993,CELA1
13994,GALNT6
13995,SLC4A8
13996,SCN8A
13997,ANKRD33
13998,ACVRL1
13999,ACVR1B
14000,GRASP
14001,NR4A1
14002,ATG101
14003,KRT80
14004,C12orf80
14005,LINC00592
14006,KRT7
14007,KRT86
14008,KRT81
14009,KRT83
14010,KRT85
14011,KRT84
14012,KRT82
14013,KRT75
14014,KRT6B
14015,KRT6C
14016,KRT6A
14017,KRT5
14018,KRT71
14019,KRT74
14020,KRT72
14021,KRT73-AS1
14022,KRT73
14023,KRT2
14024,KRT1
14025,KRT77
14026,KRT76
14027,KRT3
14028,KRT4
14029,KRT79
14030,KRT78
14031,KRT8
14032,KRT18
14033,EIF4B
14034,TNS2
14035,SPRYD3
14036,IGFBP6
14037,SOAT2
14038,CSAD
14039,ZNF740
14040,ITGB7
14041,RARG
14042,MFSD5
14043,ESPL1
14044,PFDN5
14045,C12orf10
14046,AAAS
14047,SP7
14048,SP1
14049,AMHR2
14050,PRR13
14051,PCBP2
14052,MAP3K12
14053,TARBP2
14054,NPFF
14055,ATF7
14056,CALCOCO1
14057,CISTR
14058,HOXC13-AS
14059,HOXC13
14060,HOXC12
14061,HOTAIR
14062,HOXC11
14063,HOXC10
14064,HOXC6
14065,HOXC9
14066,HOXC-AS1
14067,HOXC8
14068,HOXC4
14069,HOXC5
14070,SMUG1
14071,CBX5
14072,HNRNPA1
14073,NFE2
14074,COPZ1
14075,GPR84
14076,ZNF385A
14077,ITGA5
14078,LINC01154
14079,GTSF1
14080,NCKAP1L
14081,PDE1B
14082,PPP1R1A
14083,LACRT
14084,DCD
14085,MUCL1
14086,TESPA1
14087,NEUROD4
14088,OR9K2
14089,OR10A7
14090,OR6C74
14091,OR6C6
14092,OR6C1
14093,OR6C3
14094,OR6C75
14095,OR6C65
14096,OR6C76
14097,OR6C2
14098,OR6C70
14099,OR6C68
14100,OR6C4
14101,OR2AP1
14102,OR10P1
14103,METTL7B
14104,ITGA7
14105,BLOC1S1
14106,RDH5
14107,CD63
14108,GDF11
14109,SARNP
14110,ORMDL2
14111,DNAJC14
14112,MMP19
14113,PYM1
14114,DGKA
14115,PMEL
14116,CDK2
14117,RAB5B
14118,SUOX
14119,IKZF4
14120,RPS26
14121,ERBB3
14122,PA2G4
14123,RPL41
14124,ZC3H10
14125,ESYT1
14126,MYL6B
14127,MYL6
14128,SMARCC2
14129,RNF41
14130,NABP2
14131,SLC39A5
14132,ANKRD52
14133,COQ10A
14134,CS
14135,CNPY2
14136,PAN2
14137,IL23A
14138,STAT2
14139,APOF
14140,TIMELESS
14141,MIP
14142,SPRYD4
14143,GLS2
14144,RBMS2
14145,BAZ2A
14146,PTGES3
14147,NACA
14148,PRIM1
14149,HSD17B6
14150,SDR9C7
14151,RDH16
14152,GPR182
14153,ZBTB39
14154,TAC3
14155,MYO1A
14156,NEMP1
14157,NAB2
14158,STAT6
14159,LRP1
14160,LRP1-AS
14161,NXPH4
14162,SHMT2
14163,NDUFA4L2
14164,STAC3
14165,R3HDM2
14166,INHBC
14167,INHBE
14168,GLI1
14169,ARHGAP9
14170,MARS
14171,DDIT3
14172,MBD6
14173,DCTN2
14174,KIF5A
14175,PIP4K2C
14176,DTX3
14177,ARHGEF25
14178,SLC26A10
14179,B4GALNT1
14180,OS9
14181,AGAP2
14182,AGAP2-AS1
14183,TSPAN31
14184,CDK4
14185,MARCH9
14186,CYP27B1
14187,METTL1
14188,TSFM
14189,AVIL
14190,CTDSP2
14191,LRIG3
14192,SLC16A7
14193,FAM19A2
14194,USP15
14195,MON2
14196,LINC01465
14197,PPM1H
14198,AVPR1A
14199,DPY19L2
14200,SRGAP1
14201,C12orf66
14202,C12orf56
14203,XPOT
14204,TBK1
14205,RASSF3
14206,GNS
14207,TBC1D30
14208,WIF1
14209,LEMD3
14210,MSRB3
14211,HMGA2
14212,LLPH
14213,TMBIM4
14214,IRAK3
14215,HELB
14216,GRIP1
14217,CAND1
14218,DYRK2
14219,LINC01479
14220,IFNG-AS1
14221,IFNG
14222,IL26
14223,IL22
14224,MDM1
14225,RAP1B
14226,NUP107
14227,SLC35E3
14228,MDM2
14229,CPM
14230,CPSF6
14231,LYZ
14232,YEATS4
14233,FRS2
14234,CCT2
14235,LRRC10
14236,BEST3
14237,RAB3IP
14238,MYRFL
14239,LINC01481
14240,CNOT2
14241,KCNMB4
14242,PTPRB
14243,PTPRR
14244,TSPAN8
14245,LGR5
14246,ZFC3H1
14247,THAP2
14248,TMEM19
14249,RAB21
14250,TBC1D15
14251,TPH2
14252,TRHDE
14253,ATXN7L3B
14254,KCNC2
14255,CAPS2
14256,GLIPR1L1
14257,GLIPR1L2
14258,GLIPR1
14259,KRR1
14260,PHLDA1
14261,NAP1L1
14262,BBS10
14263,OSBPL8
14264,ZDHHC17
14265,CSRP2
14266,E2F7
14267,NAV3
14268,SYT1
14269,PAWR
14270,PPP1R12A
14271,OTOGL
14272,PTPRQ
14273,MYF6
14274,MYF5
14275,LINC01490
14276,LIN7A
14277,ACSS3
14278,PPFIA2
14279,CCDC59
14280,METTL25
14281,TMTC2
14282,SLC6A15
14283,TSPAN19
14284,LRRIQ1
14285,ALX1
14286,RASSF9
14287,NTS
14288,MGAT4C
14289,C12orf50
14290,C12orf29
14291,CEP290
14292,TMTC3
14293,KITLG
14294,DUSP6
14295,POC1B
14296,POC1B-GALNT4
14297,GALNT4
14298,ATP2B1
14299,CCER1
14300,LINC00615
14301,EPYC
14302,KERA
14303,LUM
14304,DCN
14305,BTG1
14306,CLLU1OS
14307,C12orf74
14308,PLEKHG7
14309,EEA1
14310,NUDT4
14311,UBE2N
14312,MRPL42
14313,SOCS2
14314,CRADD
14315,PLXNC1
14316,CEP83
14317,TMCC3
14318,NDUFA12
14319,NR2C1
14320,FGD6
14321,VEZT
14322,METAP2
14323,USP44
14324,NTN4
14325,SNRPF
14326,CCDC38
14327,AMDHD1
14328,HAL
14329,LTA4H
14330,ELK3
14331,CDK17
14332,CFAP54
14333,NEDD1
14334,TMPO-AS1
14335,TMPO
14336,SLC25A3
14337,IKBIP
14338,APAF1
14339,ANKS1B
14340,FAM71C
14341,UHRF1BP1L
14342,ACTR6
14343,DEPDC4
14344,SCYL2
14345,SLC17A8
14346,NR1H4
14347,GAS2L3
14348,ANO4
14349,SLC5A8
14350,UTP20
14351,ARL1
14352,SPIC
14353,MYBPC1
14354,CHPT1
14355,SYCP3
14356,GNPTAB
14357,DRAM1
14358,NUP37
14359,AC079907.1
14360,PARPBP
14361,PMCH
14362,IGF1
14363,LINC00485
14364,PAH
14365,ASCL1
14366,C12orf42
14367,STAB2
14368,NT5DC3
14369,HSP90B1
14370,C12orf73
14371,TDG
14372,GLT8D2
14373,HCFC2
14374,NFYB
14375,TXNRD1
14376,EID3
14377,CHST11
14378,SLC41A2
14379,C12orf45
14380,ALDH1L2
14381,APPL2
14382,C12orf75
14383,CASC18
14384,NUAK1
14385,CKAP4
14386,TCP11L2
14387,POLR3B
14388,RFX4
14389,RIC8B
14390,TMEM263
14391,MTERF2
14392,CRY1
14393,BTBD11
14394,PWP1
14395,PRDM4
14396,ASCL4
14397,WSCD2
14398,CMKLR1
14399,LINC01498
14400,FICD
14401,SART3
14402,ISCU
14403,TMEM119
14404,SELPLG
14405,CORO1C
14406,SSH1
14407,DAO
14408,SVOP
14409,USP30
14410,USP30-AS1
14411,ALKBH2
14412,UNG
14413,ACACB
14414,FOXN4
14415,MYO1H
14416,LINC01486
14417,KCTD10
14418,UBE3B
14419,MMAB
14420,MVK
14421,FAM222A
14422,FAM222A-AS1
14423,TRPV4
14424,GLTP
14425,TCHP
14426,GIT2
14427,ANKRD13A
14428,C12orf76
14429,IFT81
14430,ATP2A2
14431,ANAPC7
14432,ARPC3
14433,GPN3
14434,FAM216A
14435,VPS29
14436,RAD9B
14437,PPTC7
14438,TCTN1
14439,HVCN1
14440,PPP1CC
14441,CCDC63
14442,MYL2
14443,LINC01405
14444,CUX2
14445,SH2B3
14446,ATXN2
14447,BRAP
14448,ACAD10
14449,ALDH2
14450,MAPKAPK5-AS1
14451,MAPKAPK5
14452,TMEM116
14453,ERP29
14454,NAA25
14455,TRAFD1
14456,HECTD4
14457,RPL6
14458,PTPN11
14459,RPH3A
14460,OAS1
14461,OAS3
14462,OAS2
14463,DTX1
14464,RASAL1
14465,CFAP73
14466,DDX54
14467,RITA1
14468,IQCD
14469,TPCN1
14470,SLC8B1
14471,PLBD2
14472,SDS
14473,SDSL
14474,LHX5
14475,LHX5-AS1
14476,LINC01234
14477,RBM19
14478,TBX5
14479,TBX5-AS1
14480,TBX3
14481,MED13L
14482,MAP1LC3B2
14483,C12orf49
14484,RNFT2
14485,HRK
14486,FBXW8
14487,TESC
